,subID,stimset_rows,chargeSpeed,stim_dur,responses,movie,trial_num
1,28022,59,7.75,7983,The two dots were moving around the box and also fighting in some moment.,085d7298-e568-4752-a909-8eecf82e3ebc,1
6,28023,66,7.75,7750,they quickly attracted and slowly repelled,8845e64c-078b-4a3a-a732-1efe937de14a,6
3,28024,65,7.75,8029,they hit eachother twice again at a steeper angle,09060d5d-c3e1-451b-a3b5-4b2b567660ff,3
3,28025,63,7.75,8088,one dot would start moving quickly towards the other dot and the other dot would move to intercept the incoming dot,8ecf5da9-a68c-4392-8c1a-ecb9754dd9d9,3
5,28026,64,7.75,7934,move slowly then touched each other quickly,534a6ddb-dbec-42ac-b559-3f4cbdd66423,5
0,28027,71,7.75,8349,"The dots moved away from eachother and then bumped into eachother, I think 3 times",3dbdd697-e200-4003-92f8-47202577ad0a,0
5,28028,68,7.75,7938,Both dots bounced off each other twice at a fast speed. ,2d84acc9-9c9b-441c-9a1a-c901bc48b88f,5
2,28029,67,7.75,8138,both dots move randomly on their won the pulled together magnetically very fast and instant,44ab78ba-bb99-4b6d-a69b-ede18f9116ec,2
0,28030,74,7.75,7938,collision,905c9d73-dba9-472d-a6e4-ea3dcd3b3530,0
4,28031,80,7.75,7812,hit,65eed33d-db39-4b87-b8a4-de20693d3821,4
4,28032,73,7.75,8037,moved quickly to each other than slowly moved apart,8b590505-e40d-4ff8-802d-5430cc2802b6,4
3,28033,83,7.75,8014,circle and then attraction ,905c9d73-dba9-472d-a6e4-ea3dcd3b3530,3
5,28034,81,7.75,8153,"They took turns attacking each other, they moved quite far apart",8845e64c-078b-4a3a-a732-1efe937de14a,5
2,28035,84,7.75,7388,bash,981d9d90-47c5-4443-a939-26060914c7e4,2
5,28036,76,7.75,7925,collided,a57832a0-0b6a-4bdf-a636-adf042cd3fcc,5
2,28037,77,7.75,8156,The dots moved slowly then quickly together,015f75aa-de90-4fdc-8657-d630f1963869,2
6,28038,86,7.75,8133,They moved far apart from each other then quickly touched each other.,8b590505-e40d-4ff8-802d-5430cc2802b6,6
3,28039,90,7.75,8034,The two dots clashed twice,3dbdd697-e200-4003-92f8-47202577ad0a,3
2,28040,92,7.75,7981,bumped into each other,a57832a0-0b6a-4bdf-a636-adf042cd3fcc,2
6,28041,85,7.75,8662,consecutive collision,085d7298-e568-4752-a909-8eecf82e3ebc,6
3,28042,91,7.75,8016,moved quickly to bash each other,8ecf5da9-a68c-4392-8c1a-ecb9754dd9d9,3
2,28043,99,7.75,8036,Still bumping,09060d5d-c3e1-451b-a3b5-4b2b567660ff,2
6,28044,96,7.75,8169,collision ,015f75aa-de90-4fdc-8657-d630f1963869,6
3,28045,97,7.75,8167,attraction ,5a652d01-49a0-4b52-a54c-51c21b53e0fe,3
4,28046,94,7.75,7963,Both dots performing circles until the grey dot moved sharply to collide with the black dot twice,2d84acc9-9c9b-441c-9a1a-c901bc48b88f,4
3,28047,95,7.75,8092,"Dots moved freely and at some periods of time they quickly dashed to each other and hit each other, then moved away, moved around and then again dashed to each other and hit each other.",7b0c39f7-8bb3-4c19-94da-30117a8ec17d,3
6,28048,89,7.75,8183,The two dot meet each other twice,453a1fa5-895a-4a5e-a4cf-25c0a35d74d2,6
5,28049,88,7.75,8386,The black dot is now on the right and the grey dot on the left and they just bounced on each other twice rom the middle of the box ,50f23891-0e3f-40d3-8bcb-a5bcfcec1987,5
4,28050,98,7.75,8268,they touched each other ,7f445daf-d952-4bf3-b733-def683994895,4
5,28051,4,7.75,8361,2 dots hit each other,50f23891-0e3f-40d3-8bcb-a5bcfcec1987,5
0,28052,6,7.75,8038,the two comes from far and hit one another and go back to roam a little,a57832a0-0b6a-4bdf-a636-adf042cd3fcc,0
4,28053,3,7.75,7993,Aggressive collisions ,905c9d73-dba9-472d-a6e4-ea3dcd3b3530,4
4,28054,8,7.75,7879,4,44ab78ba-bb99-4b6d-a69b-ede18f9116ec,4
5,28055,2,7.75,8313,both moving back to gain momentum as they collide,3dbdd697-e200-4003-92f8-47202577ad0a,5
5,28056,4,7.75,8005,The black dot is repressed,50f23891-0e3f-40d3-8bcb-a5bcfcec1987,5
2,28057,14,7.75,7290,collided,981d9d90-47c5-4443-a939-26060914c7e4,2
1,28058,13,7.75,9749,two dots moving and colliding with a faster speed ,8b590505-e40d-4ff8-802d-5430cc2802b6,1
5,28059,80,7.75,7894,The dots moved from the center of the square upward at an average speed but this time when they moved to go towards each other and hit each other they moved fast almost like two magnets drawing themselves to each other.,65eed33d-db39-4b87-b8a4-de20693d3821,5
5,28060,19,7.75,8033,quickly bounced off each other twice,2d84acc9-9c9b-441c-9a1a-c901bc48b88f,5
6,28061,19,7.75,7993,Rammed into each other,2d84acc9-9c9b-441c-9a1a-c901bc48b88f,6
1,28062,27,7.75,8048,collisions,7f445daf-d952-4bf3-b733-def683994895,1
1,28063,16,7.75,9021,Attract and part,085d7298-e568-4752-a909-8eecf82e3ebc,1
1,28064,17,7.75,8004,They clashed,7b0c39f7-8bb3-4c19-94da-30117a8ec17d,1
3,28065,29,7.75,8073,seemed like a little jousting session....like a boxing match,015f75aa-de90-4fdc-8657-d630f1963869,3
2,28066,25,7.75,7838,"The dots very slowly moved away from each other then rapidly hit each other, twice",44ab78ba-bb99-4b6d-a69b-ede18f9116ec,2
0,28067,32,7.75,7319,The dots moved in a circular motion then came together and touched,981d9d90-47c5-4443-a939-26060914c7e4,0
6,28068,27,7.75,7968,"centrally floating , and then bumping into one another twice",7f445daf-d952-4bf3-b733-def683994895,6
3,28069,35,7.75,8049,bumped,7b0c39f7-8bb3-4c19-94da-30117a8ec17d,3
0,28070,26,7.75,7992,The dots moved up and then collided twice.,a57832a0-0b6a-4bdf-a636-adf042cd3fcc,0
2,28071,33,7.75,8032,clashed after distance,8ecf5da9-a68c-4392-8c1a-ecb9754dd9d9,2
6,28072,21,7.75,7824,going around and meeting each other,65eed33d-db39-4b87-b8a4-de20693d3821,6
1,28073,35,7.75,8015,the two dots clashed with one another after mover dissimilar,7b0c39f7-8bb3-4c19-94da-30117a8ec17d,1
4,28074,38,7.75,7920,anger,534a6ddb-dbec-42ac-b559-3f4cbdd66423,4
4,28075,30,7.75,8080,they kept coming to each other no matter how far they went away,8aeee0c2-7419-4cbe-aa42-af10b66f80b4,4
2,28076,31,7.75,8280,white going farther off from black,09060d5d-c3e1-451b-a3b5-4b2b567660ff,2
3,28077,39,7.75,8564,after the first hit they started to circle around eachother for about a half circle,905c9d73-dba9-472d-a6e4-ea3dcd3b3530,3
2,28078,40,7.75,8265,both dots had sharp movements,65eed33d-db39-4b87-b8a4-de20693d3821,2
2,28079,23,7.75,8049,joining,453a1fa5-895a-4a5e-a4cf-25c0a35d74d2,2
2,28080,42,7.75,8062,They hit each other and seperate. ,8ecf5da9-a68c-4392-8c1a-ecb9754dd9d9,2
3,28081,43,7.75,7959,aggressive collisions,7b0c39f7-8bb3-4c19-94da-30117a8ec17d,3
3,28082,44,7.75,8103,grey chased black,8b590505-e40d-4ff8-802d-5430cc2802b6,3
2,28083,46,7.75,8120,bumped into each other violently,09060d5d-c3e1-451b-a3b5-4b2b567660ff,2
4,28084,47,7.75,9022,they moved diagonally and collided in between and separated again  ,7f445daf-d952-4bf3-b733-def683994895,4
2,28085,51,7.75,8036,aggressively colliding,2d84acc9-9c9b-441c-9a1a-c901bc48b88f,2
3,28086,50,7.75,8104,they are arguing,8aeee0c2-7419-4cbe-aa42-af10b66f80b4,3
6,28087,48,7.75,8086,"In this occasion, the dots looks like two rams hitting each other ",3dbdd697-e200-4003-92f8-47202577ad0a,6
0,28088,52,7.75,8153,the two dots was fighting.,015f75aa-de90-4fdc-8657-d630f1963869,0
3,28089,53,7.75,7909,Calmly moving but then attacked each other,50f23891-0e3f-40d3-8bcb-a5bcfcec1987,3
5,28090,49,7.75,8173,collision,5a652d01-49a0-4b52-a54c-51c21b53e0fe,5
6,28091,54,7.75,7909,attraction,534a6ddb-dbec-42ac-b559-3f4cbdd66423,6
4,28092,55,7.75,8199,Slow movements and then two faster moves to come together,905c9d73-dba9-472d-a6e4-ea3dcd3b3530,4
5,28093,56,7.75,7907,random movements at afar then crashing into eachother,8845e64c-078b-4a3a-a732-1efe937de14a,5
4,28094,57,7.75,7822,They circled on the middle and touched each other two times,44ab78ba-bb99-4b6d-a69b-ede18f9116ec,4
0,28095,60,7.75,7989,they hit each other,5a652d01-49a0-4b52-a54c-51c21b53e0fe,0
5,28096,59,7.75,8075,double collision with each other.,085d7298-e568-4752-a909-8eecf82e3ebc,5
0,28097,58,7.75,8235,hitting each other,453a1fa5-895a-4a5e-a4cf-25c0a35d74d2,0
3,28098,64,7.75,7929,Dots collided with eachother.,534a6ddb-dbec-42ac-b559-3f4cbdd66423,3
1,28099,63,7.75,10033,The dots bumped into each other several times,8ecf5da9-a68c-4392-8c1a-ecb9754dd9d9,1
2,28100,66,7.75,8021,the animations were colliding,8845e64c-078b-4a3a-a732-1efe937de14a,2
2,28101,65,7.75,8177,targeting and hitting each other,09060d5d-c3e1-451b-a3b5-4b2b567660ff,2
0,28102,67,7.75,7902,The dots collided with each other twice,44ab78ba-bb99-4b6d-a69b-ede18f9116ec,0
4,28000,26,9.0,7657,The grey dot attacked the black dot and the black dot defended itself,8e6be05b-c10c-43db-b062-a559f5033312,4
2,28001,25,9.0,8035,The black dot moved away from the grey dot but then both dots furiously came back together rapidly for a brief time before restarting the chase.,abb20336-74c4-448b-a5f7-252c765a55f4,2
1,28002,28,9.0,8346,hit twice and started switching sides,9301277e-6b35-4aa7-bd52-4f56ae0f029b,1
1,28003,29,9.0,8160,the dots bumped into each other twice,1be4605b-9f78-45d4-8eb0-87bdc69537e2,1
2,28004,32,9.0,8093,"again, floating and randomly run into each other, like they are in a fight",f45daf2e-6d4e-4a6f-ab5b-1829d67d93fe,2
6,28005,35,9.0,8176,light grey dot moving first to collide,6a57f963-5846-4eaa-a5d2-0e658499a4a9,6
0,28006,36,9.0,9377,Magnetic,059f8cfb-52c8-47fd-8d26-b0fec58eafae,0
4,28007,33,9.0,7698,"Accelerated into each other twice, otherwise were moving around slowly",9f7e489f-4076-4332-b57e-13a42d4c75fd,4
0,28008,31,9.0,8148,The dots collide and then move away from each other twice,3322caf5-0aeb-4230-89db-c56b23e94819,0
3,28009,41,9.0,8233,chasing,7d40f846-95bc-4c08-b7a1-b4a410852b77,3
2,28010,39,9.0,8213,the dots collided aggressively,5b2465b2-47b6-4cc7-b06f-c362ff7454f8,2
1,28011,40,9.0,8017,rapidly collided twice,3322caf5-0aeb-4230-89db-c56b23e94819,1
2,28012,42,9.0,8037,They flew at each other fast,2abe0875-f8ff-4373-aad8-bca142211a09,2
3,28013,42,9.0,8198,the same as before-the dots moved around and collided with each other x2,2abe0875-f8ff-4373-aad8-bca142211a09,3
0,28014,45,9.0,7943,the two dots roamed around randomly and hit each other twice,91327185-f59e-4ae7-a000-fd66526bab82,0
0,28015,46,9.0,8279,the dots alternated between slowly moving apart and rapidly being drawn into one another,a5228b86-ba0a-42f2-aa38-23b5369f0e56,0
0,28016,51,9.0,8073,clashing,9301277e-6b35-4aa7-bd52-4f56ae0f029b,0
0,28017,48,9.0,7866,head-on collisions,132133b4-5554-4500-9494-87f534100012,0
6,28018,47,9.0,8090,The dots moved relatively slow & then abruptly moved together quickly then apart. This occured twice.,6e2932f2-a9d1-4f2a-9599-a872b605c1eb,6
5,28019,52,9.0,8139,the dots were moving freely until they both redirected and chose to collide quickly with each other,9f7e489f-4076-4332-b57e-13a42d4c75fd,5
2,28020,49,9.0,7816,dots went opposite then together,7a2ccf3c-feb4-4b5c-9c03-44c10f774f9a,2
2,28021,58,9.0,8183,the dots moved outwards before colliding together.,f45daf2e-6d4e-4a6f-ab5b-1829d67d93fe,2
6,28022,59,9.0,8031,The dots looked like enemy of each other and fighting.,5b2465b2-47b6-4cc7-b06f-c362ff7454f8,6
2,28023,66,9.0,7889,they attracted fast then repelled,9f7e489f-4076-4332-b57e-13a42d4c75fd,2
6,28024,65,9.0,8039,they hit each other hard from a horizontal angle,5b2465b2-47b6-4cc7-b06f-c362ff7454f8,6
4,28025,63,9.0,8134,one dot would charge towards the other dot whilst the other dot was in a cycle of moving away from the first dot,9301277e-6b35-4aa7-bd52-4f56ae0f029b,4
6,28026,64,9.0,8083,move closer until touching then away then touching each other again,8649b489-429a-4894-9c74-827e94f04566,6
5,28027,71,9.0,8157,Dots were floating around then bumped together twice,7a2ccf3c-feb4-4b5c-9c03-44c10f774f9a,5
1,28028,68,9.0,7999,"Both dots struck each other, the grey dot was the one that struck first.",abb20336-74c4-448b-a5f7-252c765a55f4,1
5,28029,67,9.0,8191,With this one i feel the grey dot's movement was less chaotic and the black dot movement was more round and in a circular motion before coming together or being pulled in within the frame,1be4605b-9f78-45d4-8eb0-87bdc69537e2,5
6,28030,74,9.0,8063,attacking each other,16718611-6bca-4e79-8071-94d68c181ba1,6
3,28031,80,9.0,7954,hit,9f7e489f-4076-4332-b57e-13a42d4c75fd,3
0,28032,73,9.0,7989,the had a gravitational pull if close enough,7d40f846-95bc-4c08-b7a1-b4a410852b77,0
4,28033,83,9.0,8120,total collision ,9301277e-6b35-4aa7-bd52-4f56ae0f029b,4
4,28034,81,9.0,8213,"Black dot fought the grey dot, attacked a few times",3322caf5-0aeb-4230-89db-c56b23e94819,4
4,28035,84,9.0,8108,gliding smash,a5228b86-ba0a-42f2-aa38-23b5369f0e56,4
4,28036,76,9.0,7985,attacked,059f8cfb-52c8-47fd-8d26-b0fec58eafae,4
6,28037,77,9.0,8185,The dots moved slowly apart then quickly together,2abe0875-f8ff-4373-aad8-bca142211a09,6
3,28038,86,9.0,8145,They were copying each other's movements and then touching one another.,6e2932f2-a9d1-4f2a-9599-a872b605c1eb,3
4,28039,90,9.0,8010,The two dots clashed twice,6a57f963-5846-4eaa-a5d2-0e658499a4a9,4
6,28040,92,9.0,8043,bumped into each other quickly,1be4605b-9f78-45d4-8eb0-87bdc69537e2,6
0,28041,85,9.0,8607,conflict,132133b4-5554-4500-9494-87f534100012,0
5,28042,91,9.0,7885,sudden movement together,7a2ccf3c-feb4-4b5c-9c03-44c10f774f9a,5
1,28043,99,9.0,8042,Bumping fast,059f8cfb-52c8-47fd-8d26-b0fec58eafae,1
1,28044,96,9.0,8317,collision ,f45daf2e-6d4e-4a6f-ab5b-1829d67d93fe,1
2,28045,97,9.0,8378,single match fight,5b2465b2-47b6-4cc7-b06f-c362ff7454f8,2
6,28046,94,9.0,8044,Black dot moved sharply to collide with the grey dot twice,2abe0875-f8ff-4373-aad8-bca142211a09,6
5,28047,95,9.0,8117,"Dots moved around and all of the sudden they dashed to each other and hit each other, then moved away, moved around and then dashed towards each other again and hit each other.",87da47db-3d5c-48b2-b3f2-123123d766f0,5
2,28048,89,9.0,7806,The gray and black dot hit each other twice,8e6be05b-c10c-43db-b062-a559f5033312,2
4,28049,88,9.0,8304,The black dot in a swapped position floated to the top of the box and hit each other twice with the black dot on top and bouncing on the grey dot twice  ,91327185-f59e-4ae7-a000-fd66526bab82,4
6,28050,98,9.0,8372,fast hitting each other ,abb20336-74c4-448b-a5f7-252c765a55f4,6
6,28051,4,9.0,8466,collision between 2 dots,abb20336-74c4-448b-a5f7-252c765a55f4,6
3,28052,6,9.0,8443,i dont know,9301277e-6b35-4aa7-bd52-4f56ae0f029b,3
6,28053,3,9.0,8020,Aggressive collisions instigated by black dot ,1be4605b-9f78-45d4-8eb0-87bdc69537e2,6
5,28054,8,9.0,8107,black,6e2932f2-a9d1-4f2a-9599-a872b605c1eb,5
4,28055,2,9.0,8260,they both went for the collision twice,7d40f846-95bc-4c08-b7a1-b4a410852b77,4
4,28056,4,9.0,8167,The white dot attacked the black dot.,abb20336-74c4-448b-a5f7-252c765a55f4,4
1,28057,14,9.0,8061,collided,16718611-6bca-4e79-8071-94d68c181ba1,1
5,28058,13,9.0,9886,the two dots seem to be fighting,6a57f963-5846-4eaa-a5d2-0e658499a4a9,5
0,28059,80,9.0,7964,They each rotated in a small circle and then hit each other and than they moved apart and hit each other again.,9f7e489f-4076-4332-b57e-13a42d4c75fd,0
6,28060,19,9.0,8085,quickly bounced off each other twice,a5228b86-ba0a-42f2-aa38-23b5369f0e56,6
2,28061,19,9.0,8071,Rammed into each other,a5228b86-ba0a-42f2-aa38-23b5369f0e56,2
3,28062,27,9.0,8059,fight,2abe0875-f8ff-4373-aad8-bca142211a09,3
6,28063,16,9.0,9574,"Moving in circle, attract then part",8649b489-429a-4894-9c74-827e94f04566,6
0,28064,17,9.0,8051,clashed,9f7e489f-4076-4332-b57e-13a42d4c75fd,0
6,28065,29,9.0,8028,black was moving faster towards gray this time,1be4605b-9f78-45d4-8eb0-87bdc69537e2,6
3,28066,25,9.0,8037,The dots moved in unison then hit twice,abb20336-74c4-448b-a5f7-252c765a55f4,3
2,28067,32,9.0,8096,the dots move in ever growing angles then touched,f45daf2e-6d4e-4a6f-ab5b-1829d67d93fe,2
4,28068,27,9.0,8086,dots quickly bashing off of one another twice,2abe0875-f8ff-4373-aad8-bca142211a09,4
0,28069,35,9.0,8028,bumping,6a57f963-5846-4eaa-a5d2-0e658499a4a9,0
6,28070,26,9.0,7730,The dots hovered around the middle of the box and collided twice.,8e6be05b-c10c-43db-b062-a559f5033312,6
1,28071,33,9.0,8098,connected,9f7e489f-4076-4332-b57e-13a42d4c75fd,1
1,28072,21,9.0,8084,Moving,16718611-6bca-4e79-8071-94d68c181ba1,1
5,28073,35,9.0,8097,the two dots nodded each other after moving in a dissimilar manner,6a57f963-5846-4eaa-a5d2-0e658499a4a9,5
5,28074,38,9.0,8116,fighting,87da47db-3d5c-48b2-b3f2-123123d766f0,5
5,28075,30,9.0,8305,they always found a way to come back together,7d40f846-95bc-4c08-b7a1-b4a410852b77,5
5,28076,31,9.0,8222,both dots steering close to the center ,3322caf5-0aeb-4230-89db-c56b23e94819,5
0,28077,39,9.0,8270,Mirrored eachother and hit eachother 3 times.,5b2465b2-47b6-4cc7-b06f-c362ff7454f8,0
5,28078,40,9.0,8383,"one dot floated up, the other sharply pulled left",3322caf5-0aeb-4230-89db-c56b23e94819,5
3,28079,23,9.0,8119,connect,8649b489-429a-4894-9c74-827e94f04566,3
0,28080,42,9.0,8030,The moved away and collided with each other multiple times,2abe0875-f8ff-4373-aad8-bca142211a09,0
1,28081,43,9.0,8104,its like they are fighthing ,059f8cfb-52c8-47fd-8d26-b0fec58eafae,1
1,28082,44,9.0,8112,pulled toward each other,87da47db-3d5c-48b2-b3f2-123123d766f0,1
5,28083,46,9.0,8051,grey dot was responding to black dot attacks,a5228b86-ba0a-42f2-aa38-23b5369f0e56,5
0,28084,47,9.0,7999,it looks like they were fighting,6e2932f2-a9d1-4f2a-9599-a872b605c1eb,0
3,28085,51,9.0,8101,Hitting each other,9301277e-6b35-4aa7-bd52-4f56ae0f029b,3
2,28086,50,9.0,8153,they are in a collusion,1be4605b-9f78-45d4-8eb0-87bdc69537e2,2
1,28087,48,9.0,8014,"The dots on this occasion it seemed as if they were facing each other, like a fight",132133b4-5554-4500-9494-87f534100012,1
6,28088,52,9.0,8200,is like the the two dots are confronting each other.,9f7e489f-4076-4332-b57e-13a42d4c75fd,6
2,28089,53,9.0,7627,Circular movement until they reached closer to each other. Began attacking,8e6be05b-c10c-43db-b062-a559f5033312,2
1,28090,49,9.0,8208,bouncing on each other,7a2ccf3c-feb4-4b5c-9c03-44c10f774f9a,1
0,28091,54,9.0,8000,atacking,abb20336-74c4-448b-a5f7-252c765a55f4,0
0,28092,55,9.0,8322,"Mirroring, then a collision",8649b489-429a-4894-9c74-827e94f04566,0
3,28093,56,9.0,7955,wide circular movement then crashing into eachother,6a57f963-5846-4eaa-a5d2-0e658499a4a9,3
5,28094,57,9.0,8006,Circled below center of the box touched two times,16718611-6bca-4e79-8071-94d68c181ba1,5
1,28095,60,9.0,8053,they hit each other twice,a5228b86-ba0a-42f2-aa38-23b5369f0e56,1
3,28096,59,9.0,8182,Both dots collides and separate almost immediately.,5b2465b2-47b6-4cc7-b06f-c362ff7454f8,3
1,28097,58,9.0,8565,the dots are shadowing each other,f45daf2e-6d4e-4a6f-ab5b-1829d67d93fe,1
5,28098,64,9.0,8001,Dots collided twice.,8649b489-429a-4894-9c74-827e94f04566,5
2,28099,63,9.0,9976,The dots periodically collided ,9301277e-6b35-4aa7-bd52-4f56ae0f029b,2
6,28100,66,9.0,8060,the animations speedily hit each other ,9f7e489f-4076-4332-b57e-13a42d4c75fd,6
0,28101,65,9.0,8018,"the dot fighting, hitting each other",5b2465b2-47b6-4cc7-b06f-c362ff7454f8,0
3,28102,67,9.0,8088,The grey dot collided with the black dot twice,1be4605b-9f78-45d4-8eb0-87bdc69537e2,3
